id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
16195,,"28/02/2026⦿ Cancellation of Auction of Fruits of KVK, BegusaraiKVK, Begusarai",RPCAU,General,Agriculture,"Begusarai, Bihar",Unknown,2026-02-28 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/03/1772282097512.pdf,"28/02/2026⦿ Cancellation of Auction of Fruits of KVK, BegusaraiKVK, Begusarai",,open
16197,,"28/02/2026⦿ अनुसंधान निदेशालय, डॉ0 राजेन्द्र प्रसाद केन्द्रीय कृषि विश्वविद्यालय, पूसा के अन्तर्गत अनुपयोगी एवं बेकार पड़े सामानों की नीलामी की सूचना ।Directorate of Research, Pusa",RPCAU,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/03/पत्रांक-संख्या-1001-DoR-dt.-28.02.2026.pdf,"28/02/2026⦿ अनुसंधान निदेशालय, डॉ0 राजेन्द्र प्रसाद केन्द्रीय कृषि विश्वविद्यालय, पूसा के अन्तर्गत अनुपयोगी एवं बेकार पड़े सामानों की नीलामी की सूचना ।Directorate of Research, Pusa",,open
16198,,"26/02/2026⦿ GEM BID for for the Purchase of TractorProcurement Cell, Pusa",RPCAU,Goods,General,Bihar,Unknown,2026-02-26 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/864_0001.pdf,"26/02/2026⦿ GEM BID for for the Purchase of TractorProcurement Cell, Pusa",,open
16199,,"25/02/2026⦿ Auction of Fruits of KVK, BegusaraiKVK, Begusarai",RPCAU,General,Agriculture,"Begusarai, Bihar",Unknown,2026-02-25 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/252.pdf,"25/02/2026⦿ Auction of Fruits of KVK, BegusaraiKVK, Begusarai",,open
16200,,"25/02/2026⦿ National Seminar on Makhana Research and Development: Linking Farmers, Scientists and EntrepreneursDirectorate of Research, Pusa",RPCAU,Works,Agriculture,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Makhana-Brochure.pdf,"25/02/2026⦿ National Seminar on Makhana Research and Development: Linking Farmers, Scientists and EntrepreneursDirectorate of Research, Pusa",,open
16204,,"23/02/2026⦿ Tender of fruits of Kalyanpur Farm for the fruiting season 2026RPCAU, Pusa",RPCAU,General,Agriculture,Bihar,Unknown,2026-02-23 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/tender.pdf,"23/02/2026⦿ Tender of fruits of Kalyanpur Farm for the fruiting season 2026RPCAU, Pusa",,open
16206,,"19/02/2026⦿ Auction of Goraul PondKVK, Vaishali",HAL,General,Fisheries,"Vaishali, Bihar",Unknown,2026-02-19 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Adobe-Scan-19-Feb-2026-2.pdf,"19/02/2026⦿ Auction of Goraul PondKVK, Vaishali",,open
16207,,"19/02/2026⦿ Auction of mango orchard of KVK VaishaliKVK, Vaishali",HAL,General,General,"Vaishali, Bihar",Unknown,2026-02-19 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Adobe-Scan-19-Feb-2026-3.pdf,"19/02/2026⦿ Auction of mango orchard of KVK VaishaliKVK, Vaishali",,open
16208,,"18/02/2026⦿ Advertisement for Engagement of Part-Time Doctor for Consultation Services (on Consultancy Basis) at Pandit Deendayal Upadhyay College of Horticulture & Forestry (PDUCH&F), PiprakothiPDUCH&F, Piprakothi",Horticulture,Services,Health,Bihar,Unknown,2026-02-18 00:00:00.000000,,https://rpcau.ac.in/advertisement-for-engagement-of-part-time-doctor-for-consultation-services-on-consultancy-basis-at-pandit-deendayal-upadhyay-college-of-horticulture-forestry-pduchf-piprakothi/,"18/02/2026⦿ Advertisement for Engagement of Part-Time Doctor for Consultation Services (on Consultancy Basis) at Pandit Deendayal Upadhyay College of Horticulture & Forestry (PDUCH&F), PiprakothiPDUCH&F, Piprakothi",,open
16209,,"18/02/2026⦿ Tender for Food Arrangements Regarding Kisan Mela-2026RPCAU, Pusa",RPCAU,General,General,Bihar,Unknown,2026-02-18 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Short-Tender-Notice-for-Kisan-Mela-2026.pdf,"18/02/2026⦿ Tender for Food Arrangements Regarding Kisan Mela-2026RPCAU, Pusa",,open
16210,,"18/02/2026⦿ National Conference On Redefining Role Of Agri Food Systems: Extension Strategies For Sustainable Agricultural DevelopmentRPCAU, Pusa",Agricultural,Works,Social Welfare,Bihar,Unknown,2026-02-18 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/WOMEN-IN-AGRI-FOOD-brochure-f1.pdf,"18/02/2026⦿ National Conference On Redefining Role Of Agri Food Systems: Extension Strategies For Sustainable Agricultural DevelopmentRPCAU, Pusa",,open
16211,,"18/02/2026⦿ Notice for Auction of Mango and Guava Fruits of RPCAU – KVK, SiwanKVK, Siwan",RPCAU,General,Agriculture,"Siwan, Bihar",Unknown,2026-02-18 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/347-Auction-Notice-reg.pdf,"18/02/2026⦿ Notice for Auction of Mango and Guava Fruits of RPCAU – KVK, SiwanKVK, Siwan",,open
16215,,13/02/2026⦿ निविदा सुचनापूसा ढोली परिसर,RPCAU,General,General,Bihar,Unknown,2026-02-13 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/auction-notice_343.pdf,13/02/2026⦿ निविदा सुचनापूसा ढोली परिसर,,open
16216,,"13/02/2026⦿ Regarding extension of the last date for submission of Application Form for the posts of Assistant Registrar (Deputation) and Medical Officer (T-6) (Direct) advertised vide Advt. No.- RPCAU/02/2026 dated 24/01/2026Recruitment Section, Pusa",RPCAU,General,Health,Bihar,Unknown,2026-02-13 00:00:00.000000,,https://rpcau.ac.in/advt-no-rpcau-02-2026-dated-24-01-2026-for-the-post-of-assistant-registrar-deputation-and-medical-officer-t-6-direct/,"13/02/2026⦿ Regarding extension of the last date for submission of Application Form for the posts of Assistant Registrar (Deputation) and Medical Officer (T-6) (Direct) advertised vide Advt. No.- RPCAU/02/2026 dated 24/01/2026Recruitment Section, Pusa",,open
16217,,"10/02/2026⦿ Tender Notice for Auction of fruits of different trees of different orchards of Dholi Kothi FarmTCA, Dholi",RPCAU,General,Agriculture,Bihar,Unknown,2026-02-10 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/tender-notice.pdf,"10/02/2026⦿ Tender Notice for Auction of fruits of different trees of different orchards of Dholi Kothi FarmTCA, Dholi",,open
16218,,"10/02/2026⦿ क्षेत्रीय अनुसंधान केंद्र, माधोपुर में आम, लीची एवं कटहल के फलों की निविदा हेतु नीलामी सूचनाRRS, Madhopur",RPCAU,General,General,Bihar,Unknown,2026-02-10 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Auction-notice-no.-44-2026-dt.-10.02.2026-Mango-Litchi-etc.-Auction-notice.pdf,"10/02/2026⦿ क्षेत्रीय अनुसंधान केंद्र, माधोपुर में आम, लीची एवं कटहल के फलों की निविदा हेतु नीलामी सूचनाRRS, Madhopur",,open
16219,,"05/02/2026⦿ Updated Brochure for Two Days National Conference on Advances in Biochemistry & Biotechnology for Nutritional Security in the Era of Climate ChangeRPCAU, Pusa",IOC,Services,Social Welfare,Bihar,Unknown,2026-02-05 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/National-Conference_Final-brochure.pdf,"05/02/2026⦿ Updated Brochure for Two Days National Conference on Advances in Biochemistry & Biotechnology for Nutritional Security in the Era of Climate ChangeRPCAU, Pusa",,open
16220,,"02/02/2026⦿ Skill Development Training – 2026CAET, Pusa",RPCAU,Works,Education,Bihar,Unknown,2026-02-02 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Skill-Training_Flyer_Eng_Final.pdf,"02/02/2026⦿ Skill Development Training – 2026CAET, Pusa",,open
16221,,"02/02/2026⦿ कौशल विकास प्रशिक्षण – 2026CAET, Pusa",RPCAU,General,General,Bihar,Unknown,2026-02-02 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Skill-Training_Flyer_Final.pdf,"02/02/2026⦿ कौशल विकास प्रशिक्षण – 2026CAET, Pusa",,open
16222,,"29/01/2026⦿ Buffalo Auction NoticeAPRI, Pusa",RPCAU,General,General,Bihar,Unknown,2026-01-29 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Revised-Auction-Notice.pdf,"29/01/2026⦿ Buffalo Auction NoticeAPRI, Pusa",,open
16223,,"30/12/2025⦿ Brochure of Regional Agriculture Fair, 2026 – HindiExtension Education, RPCAU, Pusa",RPCAU,General,Education,Bihar,Unknown,2025-12-30 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Kisan-Mela-Brochure-hindi.pdf,"30/12/2025⦿ Brochure of Regional Agriculture Fair, 2026 – HindiExtension Education, RPCAU, Pusa",,open
16226,,"30/12/2025⦿ Brochure of Regional Agriculture Fair, 2026 – EnglishExtension Education, RPCAU, Pusa",RPCAU,General,Education,Bihar,Unknown,2025-12-30 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/RAF-2026-Brochure-English.pdf,"30/12/2025⦿ Brochure of Regional Agriculture Fair, 2026 – EnglishExtension Education, RPCAU, Pusa",,open
16266,,"09/02/2026⦿ Notice inviting Objection/Comments regarding procurement of Microwave Plasma Atomic Emission Spectroscopy (MP-AES) for CIF LabPGCA, Pusa",RPCAU,Goods,Social Welfare,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Call-for-objection-for-MP-AES_0001.pdf,"09/02/2026⦿ Notice inviting Objection/Comments regarding procurement of Microwave Plasma Atomic Emission Spectroscopy (MP-AES) for CIF LabPGCA, Pusa",,open
16267,,"09/02/2026⦿ अग्रिम आदेश तक भैंस वंशीय पशुओं की बिक्री कार्यक्रम स्थगित करने के संबंध में।APRI, Pusa",RPCAU,General,General,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Notice-No.-389-APRI-Pusa-dated-09.02.2026-1.pdf,"09/02/2026⦿ अग्रिम आदेश तक भैंस वंशीय पशुओं की बिक्री कार्यक्रम स्थगित करने के संबंध में।APRI, Pusa",,open
16268,,"05/02/2026⦿ Auction of Fruit Orchard (Mango) located at RPCAU, Pusa campus and and the Horticultural Farm, BirauliPGCA, Pusa",RPCAU,General,Agriculture,Bihar,Unknown,2026-02-05 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/Orchard-Auction-Horticultural-Farm-at-Pusa-and-Birauli.pdf,"05/02/2026⦿ Auction of Fruit Orchard (Mango) located at RPCAU, Pusa campus and and the Horticultural Farm, BirauliPGCA, Pusa",,open
16269,,"04/02/2026⦿ Notice inviting BIDs for Internet Bandwidth and Replication ServiceProcurement Cell, Pusa",RPCAU,Goods,General,Bihar,Unknown,2026-02-04 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/769_0001_for_internet_bandwidth_replication_service.pdf,"04/02/2026⦿ Notice inviting BIDs for Internet Bandwidth and Replication ServiceProcurement Cell, Pusa",,open
16270,,"04/02/2026⦿ Notice inviting BIDs for Manpower Outsourcing ServicesProcurement Cell, Pusa",Power,Goods,Power,Bihar,Unknown,2026-02-04 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/02/770_0001_BID_for_manpower_outsourcing_services.pdf,"04/02/2026⦿ Notice inviting BIDs for Manpower Outsourcing ServicesProcurement Cell, Pusa",,open
16272,,"31/01/2026⦿ Tender for harvesting of Turmeric seed of TCA, DholiTCA, Dholi",RPCAU,General,Agriculture,Bihar,Unknown,2026-01-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Turmeric-Tender.pdf,"31/01/2026⦿ Tender for harvesting of Turmeric seed of TCA, DholiTCA, Dholi",,open
16273,,"31/01/2026⦿ Auction of Mango, Litchi, Anola and Lemon Orchard Fruits of KVK JaleKVK, Jale",RPCAU,General,Agriculture,Bihar,Unknown,2026-01-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/kvk_jale.pdf,"31/01/2026⦿ Auction of Mango, Litchi, Anola and Lemon Orchard Fruits of KVK JaleKVK, Jale",,open
16274,,"31/01/2026⦿ Auction of Pond of KVK VaishaliKVK, Vaishali",HAL,General,Fisheries,"Vaishali, Bihar",Unknown,2026-01-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/LN_60_dt_31_01_2026_KVK_Vaishali_pond.pdf,"31/01/2026⦿ Auction of Pond of KVK VaishaliKVK, Vaishali",,open
16275,,"31/01/2026⦿ Auction of Mango Orchard of KVK VaishaliKVK, Vaishali",HAL,General,General,"Vaishali, Bihar",Unknown,2026-01-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/LN_58_dt_31_01_2026_KVK_Vaishali_mango_orchard.pdf,"31/01/2026⦿ Auction of Mango Orchard of KVK VaishaliKVK, Vaishali",,open
16276,,31/01/2026⦿ GEM BID for Procurement of 40 All-in-One PCSAB&RM,RPCAU,Goods,General,Bihar,Unknown,2026-01-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/No.644_SABRM_RPCAU-Pusa-Dated-29.01.2026.pdf,31/01/2026⦿ GEM BID for Procurement of 40 All-in-One PCSAB&RM,,open
16279,,"19/01/2026⦿ Advertisement for Mango and Litchi fruit auction (fruiting season 2026)Department of Horticulture, Pusa",Horticulture,General,Agriculture,Bihar,Unknown,2026-01-19 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Image_397.pdf,"19/01/2026⦿ Advertisement for Mango and Litchi fruit auction (fruiting season 2026)Department of Horticulture, Pusa",,open
16280,,"14/01/2026⦿ Auction of Mango, Litchi, Guava, Aonla and Lemon orchard fruits Year-2026KVK Jale, Darbhanga",RPCAU,General,Agriculture,"Darbhanga, Bihar",Unknown,2026-01-14 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Auction-of-Mother-Orchard-KVK-Darbhanga-1-1.pdf,"14/01/2026⦿ Auction of Mango, Litchi, Guava, Aonla and Lemon orchard fruits Year-2026KVK Jale, Darbhanga",,open
16281,,13/01/2026⦿ Pandal quotation of RAF 2026Director (Ext. Edu.),RPCAU,General,General,Bihar,Unknown,2026-01-13 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2026/01/Kisan-Mela-2026-erection-of-pandal-details.pdf,13/01/2026⦿ Pandal quotation of RAF 2026Director (Ext. Edu.),,open
16285,,"31/12/2025⦿ आंवला के पेड़ पर लगे फलों की खुली नीलामी की सूचनाExtension Education, RPCAU, Pusa",RPCAU,General,Education,Bihar,Unknown,2025-12-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/Letter-No.-322-APRI-Pusa-dated-31.12.2025_0001.pdf,"31/12/2025⦿ आंवला के पेड़ पर लगे फलों की खुली नीलामी की सूचनाExtension Education, RPCAU, Pusa",,open
16286,,"31/12/2025⦿ Erection of Pandal details for Regional Agriculture Fair, 2026Extension Education, RPCAU, Pusa",RPCAU,General,Education,Bihar,Unknown,2025-12-31 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/Kisan-Mela-2026-erection-of-pandal-details-PDF.pdf,"31/12/2025⦿ Erection of Pandal details for Regional Agriculture Fair, 2026Extension Education, RPCAU, Pusa",,open
16287,,"30/12/2025⦿ Pandal Notice Inviting Quotations for Regional Agriculture Fair, 2026Extension Education, RPCAU, Pusa",RPCAU,General,Education,Bihar,Unknown,2025-12-30 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/quotation-notice_0001.pdf,"30/12/2025⦿ Pandal Notice Inviting Quotations for Regional Agriculture Fair, 2026Extension Education, RPCAU, Pusa",,open
16289,,"23/12/2025⦿ Quotation for supply of EquipmentCAET, Pusa",UP,Goods,General,Bihar,Unknown,2025-12-23 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/INVITATION-FOR-QUOTATION.pdf,"23/12/2025⦿ Quotation for supply of EquipmentCAET, Pusa",,open
16290,,"23/12/2025⦿ CAET, Auction-2025CAET, Pusa",RPCAU,General,General,Bihar,Unknown,2025-12-23 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/Auction-Letter-3.pdf,"23/12/2025⦿ CAET, Auction-2025CAET, Pusa",,open
16291,,"22/12/2025⦿ Information regarding extension of date of tender noticeTCA, Dholi",RPCAU,General,General,Bihar,Unknown,2025-12-22 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/Extension-of-tender-notice.pdf,"22/12/2025⦿ Information regarding extension of date of tender noticeTCA, Dholi",,open
16292,,"18/12/2025⦿ Auction of different items of KVK, VaishaliKVK, Vaishali",HAL,General,General,"Vaishali, Bihar",Unknown,2025-12-18 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/auction-related-documents.pdf,"18/12/2025⦿ Auction of different items of KVK, VaishaliKVK, Vaishali",,open
16293,,"16/12/2025⦿ Notice Inviting BIDProcurement Cell, Pusa",RPCAU,Goods,General,Bihar,Unknown,2025-12-16 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/596-15.12.2025_0001.pdf,"16/12/2025⦿ Notice Inviting BIDProcurement Cell, Pusa",,open
16296,,"12/12/2025⦿ Auction NoticeTCA, Dholi",RPCAU,General,General,Bihar,Unknown,2025-12-12 00:00:00.000000,,https://rpcau.ac.in/wp-content/uploads/2025/12/tca-dholi.pdf,"12/12/2025⦿ Auction NoticeTCA, Dholi",,open
16342,,"14/01/2026⦿ Advt. No. RPCAU/01/2026 Dated-14/01/2026 for the post of Deputy Comptroller and Secretary to Vice-Chancellor on Deputation basisRPCAU, Pusa",RPCAU,General,Social Welfare,Bihar,Unknown,2026-01-14 00:00:00.000000,,https://rpcau.ac.in/advt-no-rpcau-01-2026-dated-14-01-2026-for-the-post-of-deputy-comptroller-and-secretary-to-vice-chancellor-on-deputation-basis/,"14/01/2026⦿ Advt. No. RPCAU/01/2026 Dated-14/01/2026 for the post of Deputy Comptroller and Secretary to Vice-Chancellor on Deputation basisRPCAU, Pusa",,open
16402,,Click,IIT ISM Dhanbad,General,General,Bihar,Unknown,2026-03-24 00:00:00.000000,,https://www.iitism.ac.in/storage/TenderDocuments/TenderDoc_69a6e0aed72e3.pdf,"1HC-INS-CPPP-226- 25-26ServicesHiring of Services for Providing Digital X-Ray and ECG at Health Centre, IIT ISM), DhanbadClick24-03-2026",,open
